,VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract,Electric_Range
1067,WBY1Z2C56F,King,Shoreline,WA,98133.0,2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,32.0,149296850,POINT (-122.35029 47.71871),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021000.0,81.0
1068,3C3CFFGE3E,King,Renton,WA,98056.0,2014,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,41.0,182588185,POINT (-122.1805 47.50006),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025201.0,87.0
1069,WAUTPBFF5G,Kitsap,Bremerton,WA,98310.0,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,23.0,125859289,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035080200.0,16.0
1070,JTDKN3DP0D,King,Burien,WA,98166.0,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,34.0,235273853,POINT (-122.34102 47.46593),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027600.0,6.0
1071,WBY8P2C51K,King,Seattle,WA,98112.0,2019,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,43.0,324226689,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300.0,153.0
1072,KNDJP3AE3H,King,Seattle,WA,98125.0,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,32250.0,46.0,189415957,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000101.0,93.0
1073,WBY8P4C04L,King,Seattle,WA,98105.0,2020,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,46.0,133741380,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004102.0,126.0
1074,WAUUPBFF6G,King,North Bend,WA,98045.0,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,5.0,259168577,POINT (-121.7831 47.49348),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032704.0,16.0
1075,5YJSA1E24G,King,Seattle,WA,98125.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,46.0,10018284,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000202.0,210.0
1076,5YJSA1E21H,King,Seattle,WA,98125.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,46.0,272890159,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102.0,210.0
1077,3C3CFFGE3F,King,Seattle,WA,98117.0,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,36.0,173335865,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003100.0,87.0
1078,WBY8P8C58K,King,Seattle,WA,98122.0,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,37.0,238939354,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800.0,126.0
1079,WBA7W4C03L,King,Maple Valley,WA,98038.0,2020,BMW,745E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,5.0,270112286,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031604.0,16.0
1080,WMWXP3C08M,King,Redmond,WA,98052.0,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,48.0,107572475,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022803.0,110.0
1081,5YJSA1E21H,Thurston,Olympia,WA,98501.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,22.0,148524484,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067010100.0,210.0
1082,KMHC85LJ0L,King,Federal Way,WA,98003.0,2020,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,30.0,156505471,POINT (-122.3303 47.30151),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030005.0,170.0
1083,KMHC05LH1H,Clark,Vancouver,WA,98684.0,2017,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,17.0,476074385,POINT (-122.48723 45.63701),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041320.0,124.0
1084,5YJSA1E21H,Clark,Vancouver,WA,98685.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,18.0,170395711,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040908.0,210.0
1085,JTDKN3DP2D,King,Algona,WA,98001.0,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,30.0,236604973,POINT (-122.23035 47.3074),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030901.0,6.0
1086,5LMTJ5DZXN,Clark,Ridgefield,WA,98642.0,2022,LINCOLN,CORSAIR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,18.0,233042631,POINT (-122.74595 45.81539),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040905.0,28.0
1087,5YJSA1E20H,King,Redmond,WA,98052.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,48.0,195341100,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022902.0,210.0
1088,5YJSA1E20G,King,Maple Valley,WA,98038.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,5.0,349001852,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031604.0,210.0
1089,1N4BZ0CP8H,Jefferson,Port Townsend,WA,98368.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,24.0,478677755,POINT (-122.77263 48.1212),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950502.0,107.0
1090,1N4BZ0CP6H,King,Bellevue,WA,98006.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,41.0,348003407,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024905.0,107.0
1091,WBY8P8C00L,King,Seattle,WA,98112.0,2020,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,43.0,253280450,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300.0,126.0
1092,WAUTPBFF8H,King,Lake Forest Park,WA,98155.0,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,46.0,193652231,POINT (-122.3175 47.75781),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021400.0,16.0
1093,JTDKN3DP6C,King,Seattle,WA,98115.0,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,46.0,277369298,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002100.0,6.0
1094,WBY8P6C04L,King,Kirkland,WA,98034.0,2020,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,45.0,110796780,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603.0,153.0
1095,WA1VABGE3M,King,Covington,WA,98042.0,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,47.0,202276665,POINT (-122.09124 47.33778),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031707.0,222.0
1096,1N4BZ0CP4H,King,Seattle,WA,98109.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,36.0,322430076,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007101.0,107.0
1097,KMHC75LD8M,King,Seattle,WA,98103.0,2021,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,43.0,169291104,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800.0,29.0
1098,5YJSA1E2XH,King,Issaquah,WA,98029.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,5.0,349339252,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220.0,210.0
1099,5YJSA1E26K,King,Bellevue,WA,98005.0,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,41.0,347294692,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023500.0,270.0
1100,WAUTPBFF2H,King,Bellevue,WA,98008.0,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,48.0,159300466,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023300.0,16.0
1101,JA3215H19C,King,Seattle,WA,98109.0,2012,MITSUBISHI,I-MIEV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,36.0,216643682,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006703.0,62.0
1102,4JGFB4GB0R,King,Redmond,WA,98052.0,2024,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,45.0,267311383,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0,48.0
1103,WAUUPBFF6H,Snohomish,Mill Creek,WA,98012.0,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,44.0,114765304,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052008.0,16.0
1104,7JRH60FL8R,King,Seattle,WA,98125.0,2024,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,46.0,276699846,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000201.0,41.0
1105,5YJSA1E42K,King,Seattle,WA,98119.0,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,36.0,478455939,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900.0,270.0
1106,1N4BZ0CP7H,King,Woodinville,WA,98072.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,45.0,121120485,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032320.0,107.0
1107,WBY1Z2C55F,King,Bellevue,WA,98006.0,2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,41.0,231095329,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025001.0,81.0
1108,1N4BZ0CP0H,King,Bellevue,WA,98007.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,41.0,350277854,POINT (-122.12056 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023401.0,107.0
1109,WBY1Z2C50E,King,Seattle,WA,98125.0,2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,46.0,245013450,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102.0,81.0
1110,5YJSA1CP4C,Clark,Vancouver,WA,98685.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,59900.0,18.0,188032281,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040904.0,265.0
1111,1N4BZ0CP3H,King,Seattle,WA,98117.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,36.0,217211361,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002900.0,107.0
1112,WDDVP9AB9H,King,Seattle,WA,98117.0,2017,MERCEDES-BENZ,B-CLASS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,36.0,145708720,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003202.0,87.0
1113,7JRH60FL6R,Clark,Vancouver,WA,98683.0,2024,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,17.0,273748772,POINT (-122.49212 45.60365),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041310.0,41.0
1114,5YJSA1E44H,Clark,Vancouver,WA,98682.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,17.0,224738146,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040714.0,210.0
1115,5YJSA1CN0C,King,Bellevue,WA,98006.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,59900.0,41.0,199336938,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024902.0,265.0
1116,5YJSA1E23G,King,Bellevue,WA,98005.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,48.0,147880001,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022805.0,210.0
1117,KMHC75LD3K,Thurston,Lacey,WA,98513.0,2019,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,22.0,260407206,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067011623.0,29.0
1118,1N4BZ0CP0H,King,Bellevue,WA,98007.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,48.0,169953626,POINT (-122.12056 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023201.0,107.0
1119,WP0AE2A79J,King,Mercer Island,WA,98040.0,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,41.0,320735572,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500.0,16.0
1120,WP0AB2Y19M,King,Lake Forest Park,WA,98155.0,2021,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,46.0,152084068,POINT (-122.3175 47.75781),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021300.0,203.0
1121,WDDVP9AB1G,King,Bellevue,WA,98007.0,2016,MERCEDES-BENZ,B-CLASS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,48.0,9506892,POINT (-122.12056 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022804.0,87.0
1122,KNDJX3AE9J,King,Kenmore,WA,98028.0,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,33950.0,46.0,283553000,POINT (-122.24369 47.75892),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021600.0,111.0
1123,JTDKN3DP9D,King,Lake Forest Park,WA,98155.0,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,46.0,240867329,POINT (-122.3175 47.75781),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021400.0,6.0
1124,5YJSA1E27G,King,Des Moines,WA,98198.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,33.0,349919531,POINT (-122.32192 47.40139),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029001.0,210.0
1125,5YJSA1E26G,Snohomish,Lake Stevens,WA,98258.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,44.0,247867357,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052506.0,210.0
1126,1N4BZ0CP2H,King,Seattle,WA,98122.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,37.0,183170004,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008700.0,107.0
1127,JTDKN3DP3C,Clark,Vancouver,WA,98662.0,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,17.0,268333152,POINT (-122.57722 45.64251),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040703.0,6.0
1128,KMHE14L28G,King,Burien,WA,98146.0,2016,HYUNDAI,SONATA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,34.0,346199612,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027500.0,27.0
1129,WBY1Z6C37H,King,Seattle,WA,98125.0,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,46.0,282181980,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000700.0,81.0
1130,1N4BZ0CP0H,King,Redmond,WA,98052.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,48.0,336035675,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022606.0,107.0
1131,WBY8P2C08L,King,Seattle,WA,98122.0,2020,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,43.0,265845702,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007503.0,153.0
1132,5YJSA1E15H,King,Kent,WA,98042.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,47.0,124687314,POINT (-122.09124 47.33778),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031704.0,210.0
1133,JTDKN3DPXC,King,Seattle,WA,98109.0,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,36.0,271621101,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006701.0,6.0
1134,3C3CFFGE2F,Cowlitz,Longview,WA,98632.0,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,19.0,272637186,POINT (-122.95058 46.14681),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015000400.0,87.0
1135,3C3CFFGE8F,King,Bellevue,WA,98008.0,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,48.0,255086387,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023202.0,87.0
1136,JTDKN3DP3C,Snohomish,Lake Stevens,WA,98258.0,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,44.0,115960428,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052706.0,6.0
1137,KNDJP3AE1H,King,Bellevue,WA,98008.0,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,32250.0,48.0,174356465,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023100.0,93.0
1138,1N4BZ0CP5H,Jefferson,Port Townsend,WA,98368.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,24.0,101321489,POINT (-122.77263 48.1212),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950602.0,107.0
1139,5YJSA1E28K,King,Woodinville,WA,98072.0,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,45.0,101370265,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032319.0,270.0
1140,WP1AC2XA1R,King,Seattle,WA,98144.0,2024,PORSCHE,MACAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,37.0,272160094,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500.0,288.0
1141,W1NKM5GB6S,King,Seattle,WA,98144.0,2025,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,37.0,275177570,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008900.0,54.0
1142,KMHC75LD0K,King,Bellevue,WA,98007.0,2019,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,48.0,256224244,POINT (-122.12056 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023603.0,29.0
1143,JA3215H1XC,Thurston,Olympia,WA,98502.0,2012,MITSUBISHI,I-MIEV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,22.0,154077262,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600.0,62.0
1144,JTDKN3DPXC,King,Seattle,WA,98119.0,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,36.0,152127237,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007001.0,6.0
1145,WMWXP3C00M,King,Lake Forest Park,WA,98155.0,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,46.0,145703204,POINT (-122.3175 47.75781),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021400.0,110.0
1146,WMEEJ9AA4F,King,Shoreline,WA,98133.0,2015,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,32.0,230666250,POINT (-122.35029 47.71871),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020800.0,68.0
1147,5LMTJ5DZ9R,Kitsap,Bainbridge Island,WA,98110.0,2024,LINCOLN,CORSAIR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,23.0,275217211,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090902.0,28.0
1148,WBY1Z6C34H,King,Lake Forest Park,WA,98155.0,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,46.0,123706565,POINT (-122.3175 47.75781),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021400.0,81.0
1149,YV1H60EP6S,King,Bellevue,WA,98005.0,2025,VOLVO,V60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,48.0,274237323,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601.0,41.0
1150,1N4BZ0CP9H,Kitsap,Bainbridge Island,WA,98110.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,23.0,245406045,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035091002.0,107.0
1151,3C3CFFGE0D,King,Seattle,WA,98122.0,2013,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,37.0,223528273,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008700.0,87.0
1152,YV1H60EP7S,Yakima,Yakima,WA,98908.0,2025,VOLVO,V60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,14.0,278145654,POINT (-120.60272 46.59656),PACIFICORP,53077000904.0,41.0
1153,3C3CFFGE0E,King,Bellevue,WA,98007.0,2014,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,48.0,219903701,POINT (-122.12056 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023603.0,87.0
1154,W1K6G6KB0R,Snohomish,Everett,WA,98208.0,2024,MERCEDES-BENZ,S-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,21.0,261762462,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041808.0,46.0
1155,5YJSA1E28G,King,Issaquah,WA,98029.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,5.0,157956410,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221.0,210.0
1156,1N4BZ0CP7H,Clark,Vancouver,WA,98685.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,18.0,148285644,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040907.0,107.0
1157,WMEEJ9AA6D,King,Shoreline,WA,98155.0,2013,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,32.0,216583902,POINT (-122.3175 47.75781),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021000.0,68.0
